#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE     VSTAT     VSYS      VMEAS     VMEASERR  VSYSERR   VERR     
54.05261  -53.96499 21.02870  20.54596  0.04672   0.06198   5.52948   41.88377  -1.27607  -0.98707  39.62063  4.06237   1.50000   4.33045  
54.44505  -53.81739 20.94045  20.45282  0.31950   0.42380   6.01049   56.13480  2.77455   0.57142   59.48077  3.67543   1.50000   3.96974  
53.85422  -53.94864 19.18635  18.63373  0.09995   0.13258   26.54993  53.62987  -0.34013  -0.45537  52.83437  0.61819   1.50000   1.62239  
53.70963  -53.67190 19.88943  19.91991  0.37015   0.49099   9.58095   67.59012  2.58154   2.28414   72.45580  2.10044   1.50000   2.58105  
53.91140  -54.07651 19.68404  19.10939  0.09253   0.12274   18.59334  55.12197  0.12876   0.98274   56.23347  0.94792   1.50000   1.77442  
54.09641  -54.15099 20.89784  20.40808  0.16124   0.21388   6.29000   66.92260  -2.74043  -1.69052  62.49165  3.48032   1.50000   3.78981  
53.73769  -54.27250 19.93195  19.80271  0.31285   0.41498   10.66624  46.38140  -1.48860  0.15072   45.04352  1.84666   1.50000   2.37911  
53.92507  -54.22626 20.94421  20.45676  0.23048   0.30573   5.98586   64.64032  -0.34179  1.26672   65.56525  3.69359   1.50000   3.98655  
54.01971  -54.04080 21.08872  20.60981  0.04241   0.05625   5.27070   59.42714  2.43380   0.32298   62.18393  4.30287   1.50000   4.55683  
54.13897  -54.32065 20.48163  19.96698  0.33081   0.43881   9.14505   57.05799  1.14294   3.01888   61.21981  2.22114   1.50000   2.68020  
54.87653  -54.30703 19.89554  19.89067  0.59812   0.79341   9.85167   48.35177  0.99292   1.08078   50.42547  2.03137   1.50000   2.52516  
54.06288  -54.13078 19.89166  19.93248  0.13588   0.18024   9.46452   64.12046  -2.36837  -0.40406  61.34802  2.13148   1.50000   2.60638  
53.84492  -53.76032 19.44575  18.84849  0.25652   0.34026   22.72603  54.92094  0.23745   1.15778   56.31617  0.74503   1.50000   1.67483  
54.07761  -53.91269 18.87246  18.27069  0.09853   0.13069   34.28227  55.77312  0.16791   -1.23966  54.70136  0.45490   1.50000   1.56746  
54.64885  -53.83794 19.90294  19.86500  0.41507   0.55058   10.08939  58.51479  -1.71743  0.26484   57.06221  1.97407   1.50000   2.47930  
54.09872  -53.89739 19.89724  19.92829  0.11792   0.15641   9.50336   59.28473  -1.09292  -2.03987  56.15193  2.12103   1.50000   2.59784  
55.33513  -53.96387 19.82548  19.26178  0.78593   1.04256   16.59435  69.49971  0.42898   0.31591   70.24460  1.08654   1.50000   1.85218  
53.77724  -53.86269 19.88822  19.92629  0.18988   0.25186   9.52184   65.23766  -0.22066  -1.15054  63.86646  2.11609   1.50000   2.59381  
53.61893  -54.10818 19.95002  19.62998  0.24848   0.32960   12.26591  44.85625  -0.59918  2.32144   46.57852  1.56157   1.50000   2.16529  
53.88919  -53.94759 20.58551  20.07771  0.08363   0.11094   8.35376   69.64001  -2.39324  0.89693   68.14370  2.47595   1.50000   2.89488  
54.61826  -53.97916 18.86051  18.19460  0.36409   0.48295   36.05807  54.56152  0.43363   -2.14005  52.85510  0.42815   1.50000   1.55991  
54.06833  -53.98891 19.89991  19.92622  0.04167   0.05527   9.52246   56.44694  1.18974   0.71044   58.34712  2.11593   1.50000   2.59368  
54.00150  -54.02117 20.12016  19.57977  0.02119   0.02811   12.73088  51.28168  1.07776   -0.70252  51.65692  1.49338   1.50000   2.11664  
53.59500  -54.01418 20.44466  19.92729  0.23843   0.31627   9.51259   45.42634  0.61797   -4.01615  42.02816  2.11856   1.50000   2.59583  
53.44694  -54.84069 19.89554  19.92959  0.90016   1.19412   9.49126   66.92155  -1.88981  0.51693   65.54867  2.12428   1.50000   2.60049  
53.44434  -54.28106 19.90014  19.92600  0.43005   0.57046   9.52453   61.64966  -0.32648  -1.66806  59.65513  2.11538   1.50000   2.59323  
54.62380  -53.99986 20.63053  20.12519  0.36666   0.48637   8.05715   58.74222  -0.87784  -3.83691  54.02748  2.58572   1.50000   2.98931  
53.88258  -54.15220 19.83960  19.27702  0.16706   0.22160   16.39453  53.73438  -0.98090  1.78520   54.53868  1.10246   1.50000   1.86156  
53.96261  -54.03029 19.92243  19.82230  0.03741   0.04963   10.48482  54.57129  1.88835   -0.05735  56.40228  1.88507   1.50000   2.40904  
53.68109  -53.84740 19.89619  19.88788  0.24198   0.32097   9.87757   57.13265  2.01639   1.84939   60.99843  2.02498   1.50000   2.52003  
54.15304  -54.07941 20.94442  20.45699  0.11993   0.15908   5.98444   56.82319  9.98105   -1.99107  64.81317  3.69464   1.50000   3.98752  
53.98929  -53.87852 19.90691  19.85640  0.12164   0.16135   10.16903  58.87630  -0.47561  0.97499   59.37568  1.95553   1.50000   2.46457  
54.42702  -54.13245 19.89671  19.88564  0.28344   0.37597   9.89830   77.37458  3.62284   0.81140   81.80883  2.01989   1.50000   2.51594  
53.55992  -54.16968 19.94438  19.77885  0.30892   0.40977   10.88724  52.00539  0.81745   -4.38205  48.44079  1.80177   1.50000   2.34443  
54.07734  -53.91818 18.63430  17.93614  0.09362   0.12419   42.49513  69.71532  -0.44443  0.44142   69.71230  0.35155   1.50000   1.54065  
54.11929  -53.78765 18.24279  17.52260  0.22369   0.29671   54.77197  68.80037  0.03684   -0.65030  68.18692  0.25926   1.50000   1.52224  
53.89039  -54.22802 19.94994  19.76545  0.23690   0.31423   11.01130  59.83030  -2.84019  -1.22662  55.76349  1.77744   1.50000   2.32578  
53.98109  -53.94219 20.78935  20.29379  0.05887   0.07809   7.00396   67.91017  -5.03713  1.25535   64.12840  3.05906   1.50000   3.40703  
53.38829  -54.14564 20.22035  19.68782  0.38735   0.51381   11.73021  54.55771  -0.35265  -1.41432  52.79074  1.64753   1.50000   2.22808  
54.02685  -54.07148 19.88856  19.93356  0.07320   0.09710   9.45453   60.22032  1.07314   -1.36645  59.92701  2.13418   1.50000   2.60859  
54.20285  -54.12149 19.98886  19.43827  0.17011   0.22564   14.27928  68.96576  1.88531   2.66203   73.51310  1.30122   1.50000   1.98575  
54.09466  -53.91991 17.27985  16.23438  0.09755   0.12940   110.64076 57.62139  -0.06210  -1.45426  56.10503  0.11151   1.50000   1.50414  
53.73118  -54.03286 20.43851  19.92068  0.16133   0.21400   9.57375   46.70275  -6.48574  -2.70820  37.50880  2.10233   1.50000   2.58260  
53.94388  -53.97897 19.91034  19.84899  0.03913   0.05190   10.23773  66.99549  -1.42982  -1.80948  63.75620  1.93979   1.50000   2.45210  
53.91044  -54.00523 19.90218  19.92470  0.05290   0.07017   9.53659   48.04612  5.41637   -0.62542  52.83707  2.11217   1.50000   2.59061  
54.09962  -53.84759 21.02708  20.54425  0.16331   0.21662   5.53644   61.16664  -2.11956  1.27730   60.32438  4.05624   1.50000   4.32470  
53.87231  -53.94661 18.14552  17.40459  0.09215   0.12223   58.96755  67.92013  0.35205   -1.49007  66.78211  0.23728   1.50000   1.51865  
53.97655  -54.00906 19.94230  19.78325  0.01649   0.02187   10.84645  46.99772  -0.63051  -2.00854  44.35867  1.80990   1.50000   2.35069  
53.71016  -53.96253 18.34601  17.59845  0.17451   0.23148   52.52019  78.35020  0.07161   -0.81835  77.60346  0.27265   1.50000   1.52458  
54.17078  -53.89649 19.91579  19.83641  0.14428   0.19138   10.35415  65.78934  0.40750   -2.77894  63.41790  1.91365   1.50000   2.43147  
54.12145  -54.09595 19.83503  19.27209  0.11954   0.15857   16.45921  62.84331  1.24000   1.83605   65.91937  1.09726   1.50000   1.85849  
53.52679  -54.07223 20.00461  19.45518  0.28714   0.38087   14.05753  61.66039  -1.54532  3.47668   63.59176  1.32590   1.50000   2.00200  
54.03797  -54.09443 20.93470  20.44679  0.09702   0.12869   6.04820   47.07735  4.96354   0.68427   52.72516  3.64795   1.50000   3.94430  
54.08876  -54.17725 19.91731  19.83317  0.18473   0.24504   10.38421  59.30898  3.80394   -1.40372  61.70920  1.90701   1.50000   2.42625  
53.83776  -53.90755 19.04628  18.47117  0.13290   0.17628   29.60374  53.37874  -0.09898  0.40823   53.68799  0.54248   1.50000   1.59508  
54.41066  -53.57745 20.64938  20.14507  0.48724   0.64631   7.93296   69.55836  0.95794   1.18303   71.69932  2.63438   1.50000   3.03149  
54.30638  -53.89603 19.76952  19.20144  0.20814   0.27609   17.38588  64.54747  -0.08453  2.10630   66.56924  1.02746   1.50000   1.81815  
53.57674  -53.95954 17.23977  16.17766  0.25217   0.33450   113.69145 57.08941  0.15253   2.48603   59.72797  0.10793   1.50000   1.50388  
54.02118  -54.05944 19.90936  19.92702  0.06073   0.08056   9.51511   52.74829  0.93223   -2.80164  50.87887  2.11789   1.50000   2.59528  
54.12414  -54.09107 19.90594  19.92407  0.11664   0.15472   9.54242   55.34273  2.38138   2.53524   60.25935  2.11062   1.50000   2.58935  
52.48294  -53.45727 19.90185  19.92481  1.04881   1.39135   9.53556   65.22335  0.99310   -0.89856  65.31789  2.11244   1.50000   2.59083  
53.77330  -53.87928 20.79356  20.29822  0.17995   0.23869   6.97628   47.45508  3.77272   2.56782   53.79562  3.07363   1.50000   3.42012  
54.30931  -53.80019 19.89211  19.90360  0.27044   0.35873   9.73195   65.14064  1.85337   1.58840   68.58241  2.06139   1.50000   2.54938  
53.73521  -54.15354 19.66300  19.08675  0.21842   0.28973   18.89040  61.72496  -1.26405  -0.52418  59.93673  0.93006   1.50000   1.76494  
54.94811  -53.76039 19.66900  19.09320  0.60808   0.80662   18.80573  63.25102  -1.96816  -1.23784  60.04501  0.93509   1.50000   1.76759  
53.82922  -53.83843 20.93236  20.44432  0.19032   0.25245   6.06358   68.57224  -2.09100  -1.65084  64.83040  3.63685   1.50000   3.93404  
53.46262  -54.26756 19.88904  19.93404  0.41318   0.54807   9.45011   55.78367  -3.99712  0.27005   52.05660  2.13538   1.50000   2.60957  
54.03732  -53.90768 20.66617  20.16289  0.09489   0.12587   7.82169   68.61180  -2.81087  0.02725   65.82818  2.67941   1.50000   3.07071  
54.10906  -54.13184 21.14656  20.67047  0.14655   0.19439   5.02486   59.13276  -4.26629  0.35036   55.21682  4.55671   1.50000   4.79725  
54.30342  -54.12114 18.63593  17.99391  0.21538   0.28569   40.78013  45.58256  -0.20239  -1.40636  43.97381  0.36937   1.50000   1.54481  
53.86572  -54.43553 20.98212  20.49657  0.44255   0.58704   5.73720   76.38404  -1.43612  0.53367   75.48160  3.88651   1.50000   4.16593  
53.83678  -54.16619 20.64842  20.14406  0.19180   0.25441   7.93929   53.82622  -4.84284  1.37595   50.35933  2.63186   1.50000   3.02930  
53.81992  -54.00996 19.88807  19.93184  0.10630   0.14100   9.47048   53.77766  1.55523   1.32781   56.66070  2.12987   1.50000   2.60506  
53.74140  -54.08779 20.92859  20.44037  0.17540   0.23265   6.08830   73.44869  1.74865   -0.88964  74.30770  3.61914   1.50000   3.91767  
53.78322  -54.14795 19.80103  19.23541  0.19511   0.25880   16.94026  55.50483  -0.06072  1.44433   56.88845  1.05998   1.50000   1.83672  
53.84040  -54.37860 20.35846  19.83519  0.38995   0.51726   10.36553  65.63584  -0.38893  0.43459   65.68150  1.91113   1.50000   2.42949  
54.26033  -53.82481 19.30791  18.69595  0.23282   0.30882   25.44203  53.30499  0.31511   -1.01533  52.60478  0.65064   1.50000   1.63503  
53.81965  -54.01387 17.76288  16.88500  0.10689   0.14179   79.05595  68.76705  -0.03980  1.96899   70.69623  0.16691   1.50000   1.50926  
53.81478  -53.97577 20.22540  19.69327  0.11156   0.14798   11.67975  62.58685  -1.69454  0.56739   61.45970  1.65607   1.50000   2.23441  
54.08636  -53.98252 19.84364  19.28137  0.05370   0.07123   16.33740  68.84298  -0.19848  -0.75856  67.88594  1.10708   1.50000   1.86431  
53.93440  -53.95113 19.90296  19.92444  0.06227   0.08260   9.53900   52.24405  0.14098   0.47274   52.85776  2.11153   1.50000   2.59009  
54.09199  -54.02684 19.28857  18.67606  0.06035   0.08005   25.79618  81.01304  -1.07738  3.27323   83.20889  0.63993   1.50000   1.63080  
54.18252  -54.13081 19.47155  18.87672  0.16907   0.22427   22.22325  69.73246  0.95949   2.13819   72.83014  0.76530   1.50000   1.68395  
53.47564  -54.12659 19.62249  19.04264  0.33276   0.44140   19.46900  49.76033  0.35258   -0.57081  49.54209  0.89699   1.50000   1.74774  
55.34075  -54.60675 19.89017  19.91516  0.99000   1.31332   9.62490   59.68306  1.93477   1.74389   63.36172  2.08893   1.50000   2.57170  
53.39747  -53.86741 19.88905  19.92216  0.37869   0.50232   9.56006   55.23324  3.99567   -0.02925  59.19966  2.10595   1.50000   2.58554  
53.92686  -53.86558 21.00495  20.52071  0.14114   0.18722   5.63185   75.74646  5.16305   0.78230   81.69181  3.97392   1.50000   4.24759  
54.10169  -54.00121 19.90308  19.86470  0.05979   0.07930   10.09219  51.05800  0.49093   -0.40210  51.14682  1.97341   1.50000   2.47878  
53.78331  -54.17465 21.02269  20.53957  0.21600   0.28652   5.55538   48.46142  9.33407   -0.56157  57.23392  4.03965   1.50000   4.30915  
54.10062  -54.03396 19.91774  19.56966  0.06818   0.09044   12.82445  56.81502  0.47253   0.27942   57.56697  1.48031   1.50000   2.10745  
53.73467  -54.01746 19.89245  19.93188  0.15690   0.20811   9.47010   64.26479  1.17304   0.04553   65.48335  2.12997   1.50000   2.60515  
53.94911  -54.06653 19.96089  19.65652  0.07294   0.09675   12.02007  62.77534  0.81380   0.46746   64.05659  1.59997   1.50000   2.19315  
54.12314  -54.13037 19.96373  19.68769  0.14906   0.19773   11.73145  55.11237  1.36028   -1.22056  55.25208  1.64732   1.50000   2.22793  
53.85676  -54.07983 20.13008  19.59047  0.11597   0.15382   12.63178  66.73347  -1.46281  0.71413   65.98478  1.50745   1.50000   2.12659  
53.92446  -53.98635 19.90988  19.84997  0.04646   0.06162   10.22861  69.02682  -3.12189  1.06321   66.96815  1.94187   1.50000   2.45374  
53.82452  -54.07390 20.91110  20.42201  0.12681   0.16821   6.20299   68.06398  3.54207   -0.51273  71.09333  3.53898   1.50000   3.84375  
53.38756  -53.48837 19.90535  19.92407  0.62685   0.83152   9.54242   52.79658  1.16017   -1.06060  52.89615  2.11062   1.50000   2.58935  
54.11964  -53.43940 19.32595  18.71573  0.56505   0.74954   25.08989  56.58732  -0.56321  -1.73882  54.28529  0.66161   1.50000   1.63943  
53.60888  -53.70478 19.89717  19.88367  0.37467   0.49699   9.91654   54.69189  2.08045   0.91269   57.68503  2.01543   1.50000   2.51236  
53.45717  -54.36291 18.75926  18.07928  0.48230   0.63977   38.74908  64.13095  0.69380   -0.71335  64.11140  0.39272   1.50000   1.55056  
54.30639  -53.74230 19.90128  19.92500  0.31471   0.41745   9.53380   69.90571  -3.61858  -0.31814  65.96899  2.11291   1.50000   2.59121  
53.35472  -53.97801 19.92841  19.80959  0.38002   0.50408   10.60257  48.83273  1.46199   1.42858   51.72329  1.85997   1.50000   2.38946  
54.32862  -54.19364 18.33269  17.58244  0.27319   0.36237   52.99541  57.06524  -0.18527  -1.47847  55.40150  0.26972   1.50000   1.52406  
53.57934  -54.21464 19.88890  19.93390  0.32694   0.43368   9.45133   59.46186  -3.16961  -2.29282  53.99943  2.13505   1.50000   2.60930  
53.88513  -54.15622 20.43590  19.91789  0.17014   0.22568   9.59964   46.70090  0.38092   -1.38492  45.69690  2.09553   1.50000   2.57706  
54.56345  -53.42959 20.17973  19.64402  0.66072   0.87645   12.13589  60.64572  -0.66794  0.95740   60.93518  1.58166   1.50000   2.17983  
53.68852  -54.03967 20.69384  20.19235  0.18725   0.24837   7.63763   50.60985  1.20047   0.67182   52.48214  2.75708   1.50000   3.13871  
54.30358  -54.37557 20.24474  19.71390  0.41545   0.55109   11.48868  50.44228  1.85320   -0.61868  51.67680  1.68918   1.50000   2.25905  
54.10276  -54.02450 19.91840  19.83087  0.06516   0.08644   10.40548  49.31628  0.87968   0.91894   51.11490  1.90233   1.50000   2.42257  
53.89346  -53.72143 19.94830  19.77037  0.28557   0.37880   10.96573  66.16222  -0.43656  -0.04302  65.68265  1.78630   1.50000   2.33257  
53.99933  -53.91604 19.92885  19.80866  0.08396   0.11137   10.61118  58.05636  -2.32565  2.06856   57.79927  1.85816   1.50000   2.38805  
53.87651  -53.55446 19.93543  19.60079  0.45148   0.59888   12.53617  68.07026  0.90430   -4.25318  64.72138  1.52125   1.50000   2.13640  
54.04471  -54.00446 18.88697  18.28762  0.02666   0.03536   33.88721  65.06869  -0.08056  -0.88240  64.10574  0.46127   1.50000   1.56932  
54.16814  -54.06455 20.61291  20.10661  0.11797   0.15649   8.17327   79.85707  2.24796   0.51297   82.61799  2.54170   1.50000   2.95131  
53.89982  -54.01479 19.96216  19.40961  0.06070   0.08052   14.65531  82.34020  -1.38830  -0.45271  80.49919  1.26126   1.50000   1.95979  
54.20960  -53.66505 18.82142  18.21110  0.35706   0.47363   35.67283  61.58005  0.30868   -1.08697  60.80177  0.43371   1.50000   1.56144  
54.12625  -54.10511 19.89043  19.91280  0.12861   0.17060   9.64679   54.68917  0.98060   0.94157   56.61134  2.08325   1.50000   2.56708  
54.00168  -53.97721 18.06319  17.30347  0.02281   0.03026   62.69704  61.42478  -0.39286  -1.18703  59.84489  0.22045   1.50000   1.51611  
55.40990  -54.19375 19.90753  19.85507  0.84917   1.12647   10.18137  68.88179  3.41070   3.46927   75.76176  1.95269   1.50000   2.46231  
53.97122  -54.13519 19.96374  19.68776  0.13624   0.18071   11.73083  76.12515  1.91466   0.27799   78.31781  1.64743   1.50000   2.22801  
54.08283  -53.93636 19.91167  19.84609  0.08015   0.10631   10.26455  58.17638  -0.45307  1.46789   59.19120  1.93371   1.50000   2.44729  
53.98117  -54.14640 19.96386  19.68895  0.14682   0.19475   11.71976  55.38715  -4.53443  -0.59797  50.25475  1.64929   1.50000   2.22939  
54.19515  -53.94630 20.03023  19.48272  0.12672   0.16809   13.69631  60.20048  0.72913   -3.45926  57.47035  1.36797   1.50000   2.03011  
53.77656  -54.01494 20.92271  20.43419  0.13216   0.17530   6.12690   58.61413  -4.90188  -0.57733  53.13492  3.59179   1.50000   3.89243  
54.38679  -54.20303 19.89048  19.91240  0.30439   0.40377   9.65047   58.52604  4.98758   2.77988   66.29350  2.08229   1.50000   2.56631  
55.10237  -54.36783 18.55454  17.84379  0.74258   0.98505   45.23688  59.64746  0.25312   0.83439   60.73497  0.32614   1.50000   1.53505  
53.82750  -54.47567 18.80385  18.13025  0.48623   0.64498   37.55977  68.93418  0.17465   1.79331   70.90214  0.40769   1.50000   1.55442  
54.45132  -54.27386 18.79670  18.18222  0.38067   0.50495   36.34682  61.02587  0.14858   1.22397   62.39842  0.42407   1.50000   1.55879  
54.17046  -54.03927 20.36831  19.84571  0.10757   0.14269   10.26809  56.82458  -2.89263  -2.26695  51.66500  1.93291   1.50000   2.44666  
53.83196  -53.96572 20.88380  20.39334  0.10459   0.13873   6.38207   69.33974  7.25600   1.50506   78.10080  3.42016   1.50000   3.73463  
53.63361  -53.81383 19.48148  18.88758  0.28504   0.37809   22.02994  48.16305  -1.25893  3.66189   50.56601  0.77336   1.50000   1.68763  
53.39420  -54.05810 19.93472  19.79779  0.36054   0.47825   10.71182  63.06423  0.62086   1.57987   65.26496  1.83723   1.50000   2.37180  
53.91262  -54.06442 20.53275  20.02185  0.08236   0.10925   8.70276   47.32617  0.22913   2.25357   49.80887  2.35728   1.50000   2.79406  
53.79906  -54.00782 20.60909  20.10258  0.11836   0.15700   8.19842   53.71093  -0.72220  -0.73159  52.25714  2.53235   1.50000   2.94326  
54.11054  -53.85955 20.78046  20.28441  0.15480   0.20533   7.06254   63.89186  -0.91386  1.64977   64.62777  3.02863   1.50000   3.37974  
54.33357  -53.87481 19.88808  19.93308  0.23288   0.30890   9.45895   64.91666  -1.63732  1.13039   64.40974  2.13299   1.50000   2.60761  
54.16953  -53.98123 18.62186  17.92180  0.10143   0.13454   42.92094  57.53102  -0.11129  1.70901   59.12873  0.34737   1.50000   1.53970  
54.24716  -54.07524 20.27527  19.74645  0.16349   0.21686   11.18727  69.38131  0.48949   0.14999   70.02079  1.74394   1.50000   2.30029  
54.23173  -54.04048 19.90469  19.86123  0.14203   0.18840   10.12435  61.74751  -1.57393  0.29675   60.47033  1.96589   1.50000   2.47280  
54.13413  -54.14538 19.95002  19.76521  0.16532   0.21929   11.01352  61.04327  -2.17822  -0.60334  58.26171  1.77700   1.50000   2.32546  
53.68307  -53.94074 20.42174  19.90276  0.19561   0.25947   9.73970   58.83457  -1.40459  0.65838   58.08835  2.05942   1.50000   2.54779  
54.13386  -53.65079 21.06382  20.58332  0.35803   0.47492   5.37808   50.51766  3.42110   -0.09382  53.84493  4.19999   1.50000   4.45981  
57.00479  -51.75649 21.00352  20.51919  2.88422   3.82901   5.63800   70.67847  0.96679   0.54148   72.18674  3.96872   1.50000   4.24273  
54.26064  -53.94642 21.09259  20.61393  0.16239   0.21541   5.25402   71.26369  -1.06960  1.50078   71.69487  4.31927   1.50000   4.57231  
54.30170  -54.06311 19.88813  19.92674  0.18810   0.24951   9.51765   68.73010  2.44549   -0.45671  70.71888  2.11721   1.50000   2.59472  
54.12146  -53.82217 20.34185  19.81744  0.19168   0.25425   10.52984  57.16970  -0.46681  0.87932   57.58220  1.87540   1.50000   2.40148  
53.76628  -54.02355 19.89483  19.93030  0.13934   0.18483   9.48468   60.57381  -0.69514  -0.38187  59.49680  2.12605   1.50000   2.60194  
54.02319  -54.01997 18.07952  17.27917  0.02417   0.03207   63.59300  61.41913  0.24988   1.94176   63.61076  0.21672   1.50000   1.51558  
54.04216  -53.96769 19.89940  19.92674  0.04072   0.05402   9.51766   72.73169  3.71933   -0.19522  76.25580  2.11721   1.50000   2.59472  
53.83312  -53.95294 19.88816  19.93316  0.10884   0.14437   9.45824   77.94456  0.49149   0.25426   78.69030  2.13318   1.50000   2.60777  
54.04045  -53.77245 19.30181  18.69091  0.22880   0.30349   25.53170  57.11115  0.59299   1.35746   59.06160  0.64789   1.50000   1.63394  
54.10993  -54.14942 19.95146  19.76089  0.16275   0.21588   11.05355  50.63857  -3.65063  -3.10025  43.88769  1.76929   1.50000   2.31956  
53.99819  -53.97884 19.88959  19.93407  0.02119   0.02811   9.44981   55.34529  -2.81506  -1.07417  51.45606  2.13546   1.50000   2.60964  
54.00507  -54.07518 19.96889  19.68107  0.07524   0.09980   11.79277  65.48718  2.23829   -1.26191  66.46356  1.63705   1.50000   2.22034  
54.20828  -53.87450 20.51211  19.99969  0.17546   0.23273   8.84213   54.61542  0.57043   2.83641   58.02226  2.31277   1.50000   2.75661  
53.93698  -53.75632 20.05807  19.51276  0.24650   0.32697   13.35141  71.52805  -0.00839  -1.20726  70.31241  1.41048   1.50000   2.05899  
53.93097  -53.85486 19.41371  18.81289  0.15072   0.19992   23.35985  60.16659  -0.16243  0.59268   60.59684  0.72084   1.50000   1.66421  
53.97344  -53.91441 19.89644  19.92882  0.08700   0.11541   9.49843   51.61509  -1.36232  0.81434   51.06711  2.12235   1.50000   2.59892  
54.10670  -53.68225 20.86025  20.36855  0.32393   0.42968   6.53693   68.84905  -1.04434  0.95808   68.76279  3.32316   1.50000   3.64601  
54.04890  -53.95588 19.90790  19.85426  0.05266   0.06985   10.18893  68.73160  -0.06017  -1.43125  67.24017  1.95095   1.50000   2.46093  
54.19247  -54.04187 20.05323  19.50754  0.12058   0.15994   13.39976  44.86222  0.46209   1.07508   46.39939  1.40438   1.50000   2.05482  
53.96018  -54.05748 20.36444  19.84157  0.06206   0.08232   10.30642  74.99847  -3.95366  -0.34210  70.70270  1.92429   1.50000   2.43986  
54.26515  -53.96409 20.89980  20.41014  0.16000   0.21223   6.27712   62.19359  -0.86398  1.71546   63.04507  3.48889   1.50000   3.79768  
54.15090  -53.87093 19.90577  19.92407  0.15669   0.20784   9.54242   58.79699  -1.79785  -0.61738  56.38176  2.11062   1.50000   2.58935  
53.88532  -53.98660 19.95850  19.74051  0.06874   0.09118   11.24228  62.92182  -0.50550  2.25475   64.67107  1.73370   1.50000   2.29254  
54.46333  -54.20465 19.88941  19.93407  0.34012   0.45116   9.44981   57.66108  -1.62567  -0.22962  55.80579  2.13546   1.50000   2.60964  
54.06926  -53.92869 19.91301  19.84318  0.08213   0.10894   10.29146  51.17101  -0.12822  0.88069   51.92348  1.92765   1.50000   2.44250  
54.35464  -53.92511 19.93861  19.79088  0.22168   0.29404   10.77585  62.77892  -3.62086  0.99505   60.15311  1.82414   1.50000   2.36167  
53.89091  -53.69989 19.06713  18.42786  0.30694   0.40714   30.61443  51.35098  0.61685   0.96983   52.93767  0.52106   1.50000   1.58792  
54.08452  -54.16052 19.88857  19.92454  0.16801   0.22285   9.53803   62.08795  -3.44519  1.50773   60.15048  2.11178   1.50000   2.59030  
54.18671  -54.15712 19.90650  19.85731  0.19153   0.25406   10.16067  49.56334  1.67634   -0.39535  50.84432  1.95746   1.50000   2.46610  
53.61702  -53.84751 18.83536  18.16626  0.27224   0.36112   36.71926  56.32210  -0.11821  1.63317   57.83706  0.41892   1.50000   1.55740  
54.03986  -54.08680 17.85919  17.00588  0.08990   0.11925   73.67245  53.77943  0.06048   -1.34420  52.49570  0.18165   1.50000   1.51096  
53.90313  -54.00215 19.95785  19.64742  0.05698   0.07558   12.10438  63.28412  1.20648   0.64777   65.13838  1.58661   1.50000   2.18342  
54.37405  -53.77191 20.21817  19.68547  0.31722   0.42078   11.75201  59.53977  -1.86126  -0.34047  57.33804  1.64386   1.50000   2.22537  
53.47289  -53.94594 20.58620  20.07845  0.31471   0.41745   8.34918   64.46794  0.22832   -0.19453  64.50172  2.47758   1.50000   2.89627  
54.09094  -54.11274 20.25781  19.72784  0.12474   0.16546   11.35960  66.17017  -0.55933  2.01531   67.62615  1.71224   1.50000   2.27635  
54.25837  -54.12898 19.89025  19.91447  0.19907   0.26405   9.63127   53.39719  -0.71545  -0.17614  52.50560  2.08728   1.50000   2.57035  
54.12259  -53.94790 18.90200  18.24105  0.08895   0.11799   34.97398  61.66706  0.19946   -0.42328  61.44325  0.44413   1.50000   1.56437  
54.24038  -54.16599 19.24561  18.62791  0.21780   0.28891   26.65356  80.63009  0.28868   -0.82617  80.09261  0.61531   1.50000   1.62130  
53.55793  -53.91027 18.10629  17.35692  0.27517   0.36500   60.72575  65.78531  0.38344   -1.68627  64.48248  0.22906   1.50000   1.51739  
53.90287  -54.32262 19.88807  19.93006  0.32759   0.43454   9.48694   54.69516  1.57145   -1.28562  54.98100  2.12544   1.50000   2.60144  
53.97544  -54.20272 19.95075  19.76302  0.20323   0.26958   11.03382  60.72290  -2.74382  -1.41585  56.56323  1.77308   1.50000   2.32246  
54.09795  -53.89115 20.85030  20.35806  0.12318   0.16339   6.60249   57.56768  1.85133   0.66769   60.08671  3.28361   1.50000   3.61000  
53.97231  -54.01282 20.24631  19.71558  0.02072   0.02748   11.47316  54.70637  0.71681   -3.09859  52.32458  1.69192   1.50000   2.26111  
54.20989  -53.88354 19.91929  19.82897  0.16978   0.22521   10.42306  61.97104  1.46814   1.86539   65.30456  1.89848   1.50000   2.41955  
53.70874  -54.00375 20.43224  19.91398  0.17123   0.22713   9.63587   49.51232  -0.70277  -2.10518  46.70438  2.08608   1.50000   2.56938  
53.89070  -54.06166 20.06081  19.51571  0.08901   0.11807   13.32405  66.60906  -0.33379  -1.22602  65.04925  1.41396   1.50000   2.06138  
54.24166  -54.13815 19.89037  19.91338  0.19797   0.26260   9.64141   48.40343  -2.84715  0.36180   45.91807  2.08464   1.50000   2.56821  
54.20980  -53.94831 21.03857  20.55646  0.13379   0.17746   5.48692   62.77528  -4.00642  -0.42342  58.34544  4.10021   1.50000   4.36597  
